LINE,EAST,NRTH,Bx,By,Bz,Bm
         08,-650.000000,-450.000000,1.157523,-1.109564,0.616355,-1.523707
         08,-650.000000,-500.000000,1.194522,-0.859625,0.633715,-1.307881
         08,-650.000000,-550.000000,1.192255,-0.639819,0.630483,-1.103141
         08,-650.000000,-600.000000,1.161257,-0.451835,0.612379,-0.915592
         08,-650.000000,-650.000000,1.110564,-0.294839,0.584236,-0.748343
         08,-650.000000,-700.000000,1.047487,-0.166433,0.549913,-0.602309
         08,-650.000000,-750.000000,0.977669,-0.063406,0.512351,-0.476928
         08,-650.000000,-800.000000,0.905277,0.017739,0.473698,-0.370742
         08,-650.000000,-850.000000,0.833254,0.080435,0.435453,-0.281824
         08,-650.000000,-900.000000,0.763582,0.127855,0.398610,-0.208077
         08,-650.000000,-950.000000,0.697510,0.162814,0.363785,-0.147426
         08,-650.000000,-1000.000000,0.635750,0.187736,0.331316,-0.097923
         09,-600.000000,1000.000000,-0.650674,0.872301,-0.376080,1.091712
         09,-600.000000,950.000000,-0.748855,0.932384,-0.432713,1.190220
         09,-600.000000,900.000000,-0.862525,0.992386,-0.498368,1.295436
         09,-600.000000,850.000000,-0.993766,1.050244,-0.574309,1.406374
         09,-600.000000,800.000000,-1.144661,1.103058,-0.661828,1.521276
         09,-600.000000,750.000000,-1.317115,1.146873,-0.762151,1.637337
         09,-600.000000,700.000000,-1.512566,1.176444,-0.876286,1.750362
         09,-600.000000,650.000000,-1.731565,1.185023,-1.004783,1.854391
         09,-600.000000,600.000000,-1.973184,1.164235,-1.147400,1.941318
         09,-600.000000,550.000000,-2.234249,1.104134,-1.302649,2.000614
         09,-600.000000,500.000000,-2.508425,0.993581,-1.467232,2.019264
         09,-600.000000,450.000000,-2.785255,0.821126,-1.635419,1.982156
         09,-600.000000,400.000000,-3.049384,0.576551,-1.798481,1.873146
         09,-600.000000,350.000000,-3.280313,0.253154,-1.944394,1.677038
         09,-600.000000,300.000000,-3.453153,-0.149371,-2.058100,1.382545
         09,-600.000000,250.000000,-3.540799,-0.621952,-2.122663,0.985987
         09,-600.000000,200.000000,-3.517713,-1.143960,-2.121510,0.494966
